season,hour,scenario,value,probability
Autumn,0,1,0.3514165724495537,0.010139420277866233
Autumn,0,2,0.35165644457756096,0.010136641616662397
Autumn,0,3,0.3518963167055682,0.010133861766627377
Autumn,0,4,0.3521361888335755,0.01013108072897085
Autumn,0,5,0.35237606096158275,0.010128298504900225
Autumn,0,6,0.35261593308959,0.010125515095620638
Autumn,0,7,0.35285580521759724,0.010122730502334969
Autumn,0,8,0.35309567734560454,0.010119944726243852
Autumn,0,9,0.3533355494736118,0.010117157768545673
Autumn,0,10,0.35357542160161903,0.010114369630436583
Autumn,0,11,0.3538152937296263,0.010111580313110491
Autumn,0,12,0.3540551658576336,0.010108789817759076
Autumn,0,13,0.3542950379856408,0.010105998145571806
Autumn,0,14,0.35453491011364807,0.01010320529773592
Autumn,0,15,0.3547747822416553,0.010100411275436453
Autumn,0,16,0.3550146543696626,0.010097616079856223
Autumn,0,17,0.35525452649766986,0.010094819712175865
Autumn,0,18,0.3554943986256771,0.010092022173573793
Autumn,0,19,0.35573427075368436,0.010089223465226258
Autumn,0,20,0.35597414288169166,0.010086423588307308
Autumn,0,21,0.3562140150096989,0.010083622543988827
Autumn,0,22,0.35645388713770615,0.010080820333440517
Autumn,0,23,0.3566937592657134,0.010078016957829903
Autumn,0,24,0.3569336313937207,0.010075212418322366
Autumn,0,25,0.35717350352172794,0.01007240671608112
Autumn,0,26,0.3574133756497352,0.010069599852267234
Autumn,0,27,0.35765324777774243,0.010066791828039627
Autumn,0,28,0.35789311990574973,0.010063982644555066
Autumn,0,29,0.358132992033757,0.0100611723029682
Autumn,0,30,0.3583728641617642,0.010058360804431545
Autumn,0,31,0.35861273628977147,0.010055548150095479
Autumn,0,32,0.3588526084177788,0.010052734341108276
Autumn,0,33,0.359092480545786,0.010049919378616087
Autumn,0,34,0.35933235267379326,0.010047103263762956
Autumn,0,35,0.3595722248018005,0.01004428599769082
Autumn,0,36,0.35981209692980776,0.010041467581539532
Autumn,0,37,0.36005196905781506,0.010038648016446827
Autumn,0,38,0.3602918411858223,0.01003582730354837
Autumn,0,39,0.36053171331382955,0.010033005443977746
Autumn,0,40,0.3607715854418368,0.010030182438866444
Autumn,0,41,0.3610114575698441,0.010027358289343893
Autumn,0,42,0.36125132969785134,0.01002453299653745
Autumn,0,43,0.3614912018258586,0.01002170656157242
Autumn,0,44,0.36173107395386583,0.010018878985572037
Autumn,0,45,0.36197094608187314,0.010016050269657482
